term	idf
sozialer gerechtigkeit	6.451992
sozialer sicherheit	6.634313
sozialer verantwortung	6.857457
soziales	4.853727
sozialhilfe	6.857457
sozialismus	5.231490
sozialismus und	6.857457
sozialisten	6.451992
sozialistische	6.084267
sozialistischen	6.046527
sozialistischer	6.569775
sozialkassen	6.123488
sozialleistungen	5.183480
sozialpartnerschaft	6.569775
sozialpolitik	5.353379
sozialpolitisch	6.944468
sozialstaat	4.200700
sozialstaat der	6.634313
sozialstaat die	6.569775
sozialstaat ist	6.509150
sozialstaat nicht	6.777414
sozialstaat selbst	6.944468
sozialstaat und	6.451992
sozialstaates	5.653484
sozialstaats	6.123488
sozialstaatsreform	6.569775
sozialsystem	6.010159
sozialsysteme	5.093868
sozialsystemen	6.857457
sozialversicherung	6.297841
sozialversicherungen	6.397925
sozialversicherungsbeiträge	6.634313
sozialversicherungssysteme	6.703306
sozialwohnungen	6.346631
sozusagen	4.998558
spahn	4.407890
spahn das	6.634313
spahn hat	6.777414
spahn sie	6.944468
spahn und	6.397925
spalten	5.137671
spalten sie	6.857457
spalten und	6.703306
spaltet	5.941166
spaltung	4.935644
spaltung und	6.944468
spanien	5.731446
spannend	5.941166
spannende	6.569775
spannungen	5.604694
sparen	4.100616
sparen sie	6.569775
sparen und	6.703306
sparen wir	6.634313
sparkassen	6.569775
sparsamkeit	6.569775
spart	4.842554
spaß	5.628791
spd	1.965230
spd aber	6.703306
spd als	6.944468
spd auch	6.397925
spd bundestagsfraktion	5.471162
spd das	5.975068
spd dass	6.397925
spd deshalb	6.944468
spd die	5.199229
spd eine	6.944468
spd fraktion	2.880895
spd für	6.944468
spd grüne	6.703306
spd haben	5.787015
spd hat	5.335030
spd herr	6.703306
spd ich	5.430340
spd im	6.084267
spd in	6.010159
spd ist	5.492216
spd ja	6.451992
spd mit	6.569775
spd nein	5.678802
spd nicht	6.857457
spd sehr	5.975068
spd sie	6.451992
spd stehen	6.944468
spd und	4.571679
spd vielen	6.346631
spd will	6.944468
spd wir	6.206869
speicher	5.876628
speichern	6.397925
speichertechnologien	6.944468
speicherung	5.604694
speicherung von	6.297841
speisen	6.634313
spektrum	6.451992
spekulieren	6.944468
spenden	6.451992
sperren	6.569775
speziell	6.084267
speziellen	6.509150
spiegel	5.604694
spiegelbild	6.944468
spiegeln	6.777414
spiegelt	6.046527
spiegelt sich	6.509150
spiel	4.506082
spiel steht	6.703306
spielball	6.251321
spielchen	6.451992
spiele	5.787015
spiele in	6.509150
spielen	4.218400
spielen sie	6.944468
spielen und	6.857457
spielplatz	6.944468
spielraum	5.108257
spielraum für	6.703306
spielregeln	6.297841
spielräume	5.024875
spielräume für	6.451992
spielt	4.597431
spionage	5.299312
spionage und	6.509150
spirale	6.703306
spitze	4.757396
spitze der	6.857457
spitze des	6.123488
spitzen	6.569775
spitzenforschung	6.634313
spitzenreiter	6.944468
spitzensport	6.703306
spitzenverbände	6.857457
spitzenverdiener	6.944468
sport	4.853727
sport in	6.569775
sport und	5.908376
sportanlagen	6.944468
sporthallen	6.857457
sportler	6.397925
sportlerinnen	6.944468
sportlerinnen und	6.944468
sportmilliarde	5.450543
sportplätze	6.569775
sports	6.569775
sportstätten	5.450543
sportstätten und	6.703306
sportverein	6.634313
sportvereine	6.397925
sprach	5.248019
sprach und	6.857457
sprache	4.372550
sprache der	6.944468
sprache ist	6.944468
sprache und	6.857457
sprachen	5.876628
sprachförderung	6.703306
sprachkurse	6.777414
sprachrohr	6.777414
spreche	4.767653
spreche ich	6.084267
sprechen	2.584269
sprechen aber	6.509150
sprechen auch	6.451992
sprechen dann	4.888016
sprechen das	6.010159
sprechen dass	6.123488
sprechen denn	6.451992
sprechen die	5.941166
sprechen eine	6.397925
sprechen es	6.944468
sprechen für	6.944468
sprechen heute	5.450543
sprechen hier	6.297841
sprechen ich	5.876628
sprechen in	6.509150
sprechen ist	6.777414
sprechen ja	6.944468
sprechen kommen	6.164310
sprechen können	6.777414
sprechen müssen	6.451992
sprechen sie	5.391120
sprechen und	5.410538
sprechen von	5.604694
sprechen wenn	6.569775
sprechen wie	6.297841
sprechen wir	4.799069
sprechen zu	6.777414
sprechen über	5.653484
sprecher	5.941166
sprengen	6.777414
sprengt	6.703306
sprich	6.084267
spricht	3.189631
spricht als	5.581163
spricht dann	6.569775
spricht der	6.251321
spricht die	6.777414
spricht für	6.084267
spricht nun	4.820575
spricht von	5.787015
sprichwort	6.569775
springen	6.569775
springer	6.346631
spruch	6.010159
sprüche	6.509150
sprünge	6.944468
spur	5.908376
spuren	6.451992
spv	6.944468
spät	4.538342
spät ist	6.777414
später	3.789404
später die	6.857457
spätestens	4.911547
spätestens seit	6.569775
spürbar	4.522082
spürbar zu	6.857457
spürbare	5.535701
spürbare entlastung	6.857457
spürbaren	6.251321
spüren	4.338417
spüren dass	6.251321
spüren die	6.206869
spüren wir	6.509150
spürt	5.876628
srebrenica	5.975068
srpska	6.777414
staat	2.680509
staat als	6.777414
staat das	6.251321
staat den	6.944468
staat der	5.038298
staat die	6.084267
staat für	6.569775
staat hat	6.010159
staat im	6.944468
staat in	5.941166
staat israel	6.703306
staat ist	5.816003
staat mit	6.451992
staat muss	6.084267
staat nicht	6.010159
staat sie	6.857457
staat soll	6.777414
staat und	4.923523
staat wir	6.944468
staat zu	6.123488
staaten	3.596160
staaten der	6.634313
staaten die	6.046527
staaten in	6.046527
staaten mit	6.509150
staaten und	6.297841
staaten von	6.164310
staaten wie	6.251321
staatengemeinschaft	6.451992
staates	4.024244
staates der	6.634313
staates israel	6.569775
staates und	6.451992
staates zu	6.703306
staatlich	4.747244
staatliche	4.019354
staatliche förderung	6.944468
staatlichen	4.358757
staatlicher	5.215229
staatliches	6.164310
staatlichkeit	6.777414
staats	6.634313
staats und	6.777414
staatsangehörige	5.908376
staatsangehörige mit	6.569775
staatsangehörigkeit	6.084267
staatsangehörigkeitsrecht	6.857457
staatsanwaltschaft	6.206869
staatsanwaltschaften	6.010159
staatsanwälte	6.569775
staatsausgaben	6.164310
staatsbürger	5.093868
staatsbürger innen	6.634313
staatsbürgerinnen	6.703306
staatsbürgerinnen und	6.703306
staatsbürgerschaft	5.845856
staatsfinanzen	5.908376
staatsfinanzen durchschlagen	6.944468
staatshaushalt	6.634313
staatsminister	5.231490
staatsminister weimer	6.297841
staatsministerin	5.492216
staatsministerin beim	6.944468
staatsmodernisierung	5.079684
staatsmodernisierung und	6.569775
staatsräson	6.251321
staatssekretär	4.876455
staatssekretäre	6.944468
staatssekretärin	5.845856
staatsvermögen	6.634313
staatsziel	6.857457
stabil	4.998558
stabil und	6.777414
stabile	4.688403
stabilen	5.604694
stabiler	6.346631
stabiles	5.975068
stabilisieren	4.820575
stabilisieren das	6.777414
stabilisieren und	6.703306
stabilisiert	5.535701
stabilisiert werden	6.777414
stabilisierung	4.697973
stabilisierung der	5.845856
stabilisierung des	6.084267
stabilität	3.655388
stabilität der	6.084267
stabilität für	6.569775
stabilität im	6.569775
stabilität in	5.787015
stabilität und	4.935644
stabilität zu	6.703306
stabilitätsanker	6.397925
stadler	6.346631
stadt	4.095339
stadt in	6.777414
stadt und	5.653484
stadtbild	5.628791
stadtentwicklung	5.845856
stadtentwicklung und	6.569775
stadtrat	6.777414
stadtteil	6.857457
stadtteile	6.857457
stadtwerke	6.944468
stagnation	5.975068
stagniert	6.297841
stahl	5.152709
stahl und	6.397925
stahlgipfel	6.509150
stahlindustrie	5.678802
stahlproduktion	6.944468
stall	6.346631
stallumbau	6.944468
stammbuch	6.509150
stammbuch geschrieben	6.944468
stammen	5.704777
stammt	5.450543
stammt aus	6.944468
stand	3.981071
stand die	6.944468
stand heute	6.634313
stand in	6.944468
stand oktober	6.569775
stand und	6.944468
standard	5.704777
standards	4.311926
standards die	6.777414
standards für	6.777414
standards und	6.569775
standen	5.248019
standhalten	6.857457
standort	4.379519
standort deutschland	5.335030
standort und	6.944468
standortbedingungen	6.944468
standorte	6.046527
standorten	6.297841
standortes	6.297841
standortes deutschland	6.857457
standortfördergesetz	6.046527
standortpolitik	6.397925
standorts	6.569775
starben	6.777414
stark	3.495925
stark bleibt	6.944468
stark in	6.634313
stark ist	6.451992
stark sein	6.703306
stark und	6.206869
stark von	6.857457
stark wie	6.777414
starke	3.645270
starke schultern	6.857457
starke stimme	6.944468
starke und	6.703306
starke wirtschaft	6.251321
starken	4.154978
starken sozialstaat	6.857457
starker	5.604694
starkes	4.105922
starkes deutschland	6.569775
starkes europa	6.944468
starkes land	6.569775
starkes signal	5.231490
starkes zeichen	6.206869
starkgemacht	6.346631
starkmachen	5.845856
starkmacht	6.509150
starkregen	6.206869
starre	6.509150
starren	6.777414
start	4.267190
start up	5.604694
start ups	4.888016
startchancen	6.251321
startchancen programm	6.569775
starten	4.606165
starten können	6.944468
starten und	6.944468
starten wir	6.251321
startet	6.123488
startschuss	6.346631
stasi	6.509150
state	6.944468
stationäre	6.857457
stationären	6.297841
statistik	6.010159
statistiken	6.397925
statistisch	6.944468
statistische	6.857457
statistischen	6.777414
statt	2.511489
statt auf	5.758845
statt das	6.164310
statt den	6.509150
statt der	6.084267
statt die	5.430340
statt diese	6.634313
statt einer	6.046527
statt endlich	6.777414
statt es	6.857457
statt für	6.944468
statt immer	6.251321
statt in	5.876628
statt mit	6.346631
statt nur	6.509150
statt sich	6.046527
statt sie	5.731446
statt und	6.123488
statt wie	6.857457
statt zu	6.397925
stattdessen	3.453486
stattdessen brauchen	6.569775
stattdessen werden	6.703306
stattdessen wird	6.857457
stattfinden	4.588773
stattfinden allerdings	6.569775
stattfinden und	6.857457
stattfindet	4.831504
stattfindet und	6.944468
stattgefunden	5.558174
stattgefunden hat	6.297841
status	5.372072
status quo	5.731446
stau	6.164310
staus	6.297841
stay	6.164310
stay agentur	6.206869
stecken	4.415110
stecken sie	6.634313
steckt	4.482551
steckt in	6.251321
stefan	4.697973
stefan keuter	6.451992
stefan schmidt	6.703306
stefan schröder	6.944468
stefan seidler	6.084267
stefanie	6.451992
stefanie hubig	6.451992
steffen	5.335030
steffen janich	6.777414
steffen kotré	6.297841
stegemann	6.569775
stegner	5.876628
stehe	5.079684
stehe ich	6.084267
stehen	2.173784
stehen aber	6.397925
stehen als	6.777414
stehen an	5.281920
stehen auch	6.046527
stehen auf	6.251321
stehen bereit	6.569775
stehen bleiben	6.397925
stehen dafür	6.297841
stehen dann	6.451992
stehen das	5.731446
stehen denn	6.703306
stehen die	5.079684
stehen es	6.944468
stehen fest	6.944468
stehen für	4.325084
stehen heute	6.509150
stehen hier	6.634313
stehen ich	6.777414
stehen im	5.908376
stehen in	5.492216
stehen jetzt	6.944468
stehen klar	6.857457
stehen lassen	6.206869
stehen milliarden	6.777414
stehen mit	6.569775
stehen nicht	6.346631
stehen sie	5.471162
stehen und	4.935644
stehen unter	6.451992
stehen vor	5.653484
stehen wir	4.345151
stehen zu	5.513722
stehen zum	6.509150
stehen zur	6.703306
stehende	6.397925
stehenden	6.164310
stehlen	6.397925
steht	2.183850
steht aber	6.451992
steht also	6.944468
steht am	6.634313
steht an	6.206869
steht auch	5.513722
steht auf	5.975068
steht da	6.164310
steht dafür	6.777414
steht das	5.558174
steht dass	6.164310
steht der	5.391120
steht deutschland	6.944468
steht die	4.799069
steht diese	6.451992
steht ein	5.908376
steht eine	6.634313
steht es	5.581163
steht fest	6.509150
steht für	4.522082
steht ganz	6.944468
steht heute	6.509150
steht ich	6.634313
steht im	5.199229
steht in	5.450543
steht ja	6.777414
steht jetzt	6.634313
steht mit	6.397925
steht nicht	5.845856
steht nämlich	6.703306
steht sie	6.451992
steht so	6.777414
steht sondern	6.509150
steht und	5.122856
steht unter	5.941166
steht vor	5.353379
steht was	6.857457
steht wir	6.346631
steht zu	6.251321
steigen	3.747652
steigen das	6.703306
steigen die	5.353379
steigen sie	6.944468
steigen und	5.787015
steigend	6.251321
steigende	4.842554
steigende kosten	6.944468
steigende mieten	6.857457
steigende preise	6.777414
steigenden	4.865027
steigenden kosten	6.777414
steigenden mieten	6.703306
steigender	6.703306
steigern	5.199229
steigerung	5.513722
steigerung der	6.509150
steigerung um	6.944468
steigerungen	6.857457
steigt	4.194869
steigt der	6.569775
steigt die	6.397925
steigt und	6.703306
stein	5.535701
steine	6.703306
steineke	6.777414
steinen	6.944468
steiniger	6.857457
steinmüller	6.857457
stelle	2.569283
stelle aber	6.346631
stelle an	6.346631
stelle auch	4.985655
stelle aus	6.297841
stelle ausdrücklich	6.634313
stelle das	6.703306
stelle der	6.857457
stelle die	5.975068
stelle ein	6.777414
stelle einen	6.944468
stelle einmal	6.944468
stelle für	6.297841
stelle ganz	6.397925
stelle ich	5.513722
stelle in	6.857457
stelle ist	6.857457
stelle mit	6.777414
stelle muss	6.944468
stelle möchte	5.908376
stelle nicht	6.297841
stelle noch	5.183480
stelle nur	6.397925
stelle sagen	6.346631
stelle schon	6.777414
stelle und	6.634313
stelle will	6.857457
stelle zu	6.777414
stellen	2.234938
stellen aber	6.451992
stellen auch	6.451992
stellen bei	6.857457
stellen damit	6.777414
stellen dann	6.857457
stellen das	5.317012
stellen denn	6.634313
stellen die	5.335030
stellen es	6.397925
stellen für	6.297841
stellen ich	5.816003
stellen im	6.569775
stellen in	5.876628
stellen ist	6.944468
stellen können	6.857457
stellen müssen	6.297841
stellen ob	6.397925
stellen sich	5.604694
stellen sicher	6.944468
stellen sie	4.154978
stellen um	6.634313
stellen und	4.972916
stellen uns	5.558174
stellen was	6.297841
stellen wenn	6.634313
stellen wie	6.164310
stellen wir	4.154978
stellen wird	6.944468
stellen zu	6.634313
stellenabbau	6.569775
stellenwert	6.046527
stellschrauben	6.046527
stellt	3.287924
stellt das	6.703306
stellt der	6.451992
stellt die	5.731446
stellt fest	6.857457
stellt man	5.604694
stellt sich	4.651016
stellt und	6.346631
stellte	5.908376
stellung	5.816003
stellungnahme	6.346631
stellvertretend	5.941166
stellvertretend für	6.346631
stellvertretende	6.857457
stemmen	5.335030
stephan	4.400721
stephan albani	6.451992
stephan brandner	5.430340
stephan mayer	5.758845
sterben	4.651016
stetig	5.704777
stets	5.152709
steuer	4.588773
steuer und	5.816003
steuerbefreiung	6.703306
steuerbetrug	6.451992
steuereinnahmen	5.122856
steuererhöhungen	5.941166
steuererhöhungen und	6.857457
steuererklärung	6.944468
steuererleichterungen	6.346631
steuerfrei	5.299312
steuerfreie	6.777414
steuergeld	4.127428
steuergeld für	6.297841
steuergeld in	6.703306
steuergeld und	6.634313
steuergelder	5.450543
steuergeldern	5.450543
steuergerechtigkeit	5.908376
steuergeschenke	5.941166
steuergeschenke für	6.857457
steuerhinterziehung	6.046527
steuerlast	6.777414
steuerlich	5.731446
steuerliche	5.231490
steuerlichen	5.535701
steuermindereinnahmen	6.944468
steuermittel	6.509150
steuermitteln	5.908376
steuern	3.447961
steuern auf	6.634313
steuern das	6.634313
steuern für	6.451992
steuern in	6.777414
steuern senken	6.777414
steuern und	4.778015
steuern zahlen	5.558174
steuern zahlt	6.634313
steuern zu	6.777414
steuerpolitik	5.731446
steuerrecht	6.397925
steuerreform	5.941166
steuersatz	6.046527
steuersenkung	6.451992
steuersenkungen	5.876628
steuersystem	5.975068
steuert	6.509150
steuerung	5.093868
steuerung und	6.297841
steuerzahler	3.878532
steuerzahler das	6.703306
steuerzahler die	6.703306
steuerzahler und	5.908376
steuerzahlerinnen	6.857457
steuerzahlerinnen und	6.857457
steuerzahlern	6.164310
steuerzahlers	6.451992
steueränderungsgesetz	6.297841
stgb	5.975068
stich	4.985655
stich das	6.944468
stich gelassen	6.451992
stich lassen	6.634313
stichwort	4.737193
stichworte	6.123488
stieg	6.944468
stiften	6.451992
stiftung	4.842554
stiftung die	6.634313
stiftung forum	6.777414
stiftungen	5.492216
stiftungen und	6.777414
stil	5.678802
still	5.471162
still und	6.944468
stille	6.777414
stillen	6.703306
stillstand	5.108257
stillstand und	6.703306
stimme	4.160580
stimme dem	6.857457
stimme für	6.857457
stimme ich	6.084267
stimme in	5.731446
stimmen	3.789404
stimmen aus	6.777414
stimmen die	6.703306
stimmen sie	5.231490
stimmen wir	6.164310
stimmt	4.351931
stimmt aber	6.703306
stimmt nicht	6.569775
stimmt wir	6.857457
stimmung	4.911547
stimmung im	6.857457
stimmung in	6.451992
stimmungsmache	6.703306
stirbt	6.251321
stirn	6.944468
stocken	6.397925
stolz	4.267190
stolz auf	5.816003
stolz darauf	6.164310
stolz sein	5.558174
stolz und	6.944468
stopfen	5.941166
stopp	5.471162
stopp der	6.297841
stopp des	6.944468
stoppen	4.379519
stoppen die	6.777414
stoppen sie	6.123488
stoppen und	6.509150
stoppen wir	6.944468
storch	5.704777
stoßen	5.908376
strafbar	6.569775
strafbarkeit	6.857457
strafe	5.628791
strafen	5.876628
strafgerichtshof	6.703306
strafgesetzbuch	6.206869
straflosigkeit	6.857457
strafrecht	5.845856
strafrechtlich	6.451992
strafrechtliche	6.397925
strafrechtlichen	6.777414
straftat	5.975068
straftaten	4.831504
straftäter	5.430340
straftäter und	6.944468
straftätern	6.944468
strafverfahren	6.634313
strafverfolgung	5.845856
strafverfolgungsbehörden	6.509150
strafzahlungen	6.944468
strang	6.397925
strang ziehen	6.569775
strategie	4.318483
strategie der	6.634313
strategie die	6.634313
strategie ist	6.857457
strategien	6.046527
strategisch	5.391120
strategische	4.853727
strategischen	5.787015
strategischer	6.397925
strategisches	6.777414
strauß	5.941166
straße	4.069364
straße gegangen	6.777414
straße gehen	6.777414
straße schiene	6.777414
straße und	6.123488
straße zu	6.944468
straßen	3.878532
straßen in	6.397925
straßen schienen	6.777414
straßen und	5.152709
straßenbau	6.857457
stream	5.787015
streben	6.509150
strecke	5.391120
strecken	6.164310
street	6.777414
streichen	4.111255
streichen das	6.703306
streichen die	6.509150
streichen sie	5.876628
streichen und	6.569775
streichen wir	6.777414
streicht	5.941166
streichung	5.450543
streichung der	5.975068
streit	5.581163
streiten	5.353379
streitet	6.857457
streitigkeiten	6.777414
streitkräfte	5.108257
streitkräften	6.346631
streng	5.941166
strenge	6.777414
strengen	6.634313
strengere	6.857457
stress	6.397925
streuen	6.509150
strich	5.492216
strikt	6.703306
strom	4.189072
strom aus	6.451992
strom und	5.845856
strombedarf	6.777414
stromerzeugung	6.777414
stromkosten	6.123488
stromnetz	6.509150
stromnetze	6.451992
strompreis	6.010159
strompreise	5.079684
strompreisen	6.509150
stromrechnung	6.397925
stromsteuer	4.422383
stromsteuer für	5.410538
stromsteuer und	6.451992
stromsteuersenkung	5.941166
stromsteuersenkung für	6.509150
stromversorgung	6.397925
struktur	5.391120
strukturell	5.137671
strukturelle	4.767653
strukturelle reformen	6.297841
strukturellen	4.842554
strukturellen probleme	6.451992
strukturellen reformen	6.777414
struktureller	6.703306
strukturelles	6.634313
strukturen	3.618778
strukturen der	6.703306
strukturen die	6.010159
strukturen in	5.908376
strukturen und	5.678802
strukturiert	6.777414
strukturreform	6.944468
strukturreformen	4.876455
strukturschwachen	6.944468
strukturwandel	6.084267
studenten	6.046527
studie	4.688403
studie der	6.164310
studie des	6.857457
studien	4.998558
studien zeigen	6.944468
studieren	6.944468
studierende	5.653484
studierende und	6.703306
studierenden	6.397925
studiert	6.703306
studium	5.731446
stufe	6.346631
stufen	6.777414
stunde	4.059160
stunde der	6.944468
stunde und	6.944468
stunden	4.305411
stunden pro	6.634313
stundenlang	6.634313
sturm	6.777414
sturz	6.346631
stuttgart	5.816003
städte	4.254767
städte und	4.972916
städtebauförderung	5.816003
städten	4.459562
städten und	5.264826
ställe	6.944468
ständig	4.345151
ständig neue	6.634313
ständige	6.346631
ständigen	5.845856
ständiger	6.857457
stärke	4.127428
stärke des	6.509150
stärke und	6.084267
stärke unserer	6.857457
stärken	2.667802
stärken aber	6.509150
stärken auch	6.084267
stärken damit	6.084267
stärken das	5.430340
stärken den	5.678802
stärken die	4.530179
stärken es	6.703306
stärken ich	6.297841
stärken in	6.569775
stärken können	6.944468
stärken mit	6.569775
stärken sie	6.046527
stärken und	4.386536
stärken unsere	6.569775
stärken wenn	6.777414
stärken wir	4.407890
stärken wollen	6.297841
stärker	3.609022
stärker als	6.206869
stärker an	6.857457
stärker auf	6.569775
stärker in	5.816003
stärker ist	6.944468
stärker und	6.634313
stärker unter	6.944468
stärker werden	6.857457
stärker wird	6.944468
stärker zu	6.206869
stärkere	5.215229
stärkeren	5.430340
stärkste	5.975068
stärksten	5.653484
stärkt	3.913018
stärkt das	6.569775
stärkt den	6.251321
stärkt die	5.317012
stärkt und	6.164310
stärkt unsere	6.703306
stärkung	3.718346
stärkung der	4.325084
stärkung des	5.391120
stärkung unserer	5.816003
stärkung unseres	6.857457
stärkung von	6.164310
stören	6.451992
stört	6.206869
stößt	6.084267
stück	4.218400
stück für	6.123488
stück weit	5.152709
stückwerk	6.857457
stünde	6.451992
stünden	6.857457
stürzen	6.164310
stützen	6.164310
stützt	6.634313
stüwe	6.703306
subsidiär	5.558174
subsidiär schutzberechtigte	6.123488
subsidiär schutzberechtigten	6.251321
substanz	4.935644
substanziell	6.857457
substanzielle	6.944468
subvention	6.509150
subventionen	4.697973
subventionen für	6.451992
subventionen und	6.944468
subventionieren	6.010159
subventioniert	5.876628
subventionierung	6.703306
suche	6.084267
suche nach	6.346631
suchen	4.267190
suchen sie	6.703306
suchen und	5.941166
sucht	5.231490
sucht man	6.944468
sudan	4.911547
sudan in	6.857457
sudan ist	6.777414
sudanesischen	6.944468
sudhof	6.569775
suggerieren	5.941166
suggeriert	6.046527
sukzessive	6.857457
summe	4.651016
summe von	6.777414
summen	5.353379
sumpf	6.206869
super	5.558174
supermarkt	5.758845
superreiche	6.164310
superreichen	6.123488
support	6.569775
support forces	6.944468
susanne	6.944468
sven	6.777414
svenja	5.535701
svenja schulze	6.123488
svenja stadler	6.509150
symbol	5.391120
symbol für	6.569775
symbole	6.777414
symbolik	6.777414
symbolisch	6.297841
symbolische	6.569775
symbolpolitik	4.623865
symbolpolitik und	6.346631
sympathie	6.944468
symptome	6.569775
syrer	5.558174
syrern	6.451992
syrien	4.757396
syrien und	6.346631
syriens	6.944468
syrische	6.123488
syrischen	6.251321
system	3.528233
system das	5.471162
system der	5.845856
system in	6.634313
system ist	6.569775
system nicht	6.944468
system und	6.451992
system zu	6.509150
systematik	6.944468
systematisch	4.707635
systematische	5.731446
systeme	4.935644
systemen	6.509150
systems	5.410538
szenarien	6.777414
szenario	6.346631
szene	5.941166
säen	6.084267
sämtliche	5.581163
sämtlicher	6.777414
sätze	5.876628
säule	5.183480
säule der	6.944468
säule unserer	6.777414
säulen	5.558174
säulen der	6.944468
söder	5.183480
söhne	6.509150
sören	6.777414
sören pellmann	6.857457
süd	6.123488
südamerika	6.944468
süden	5.264826
südens	6.397925
südkorea	6.857457
südsudan	5.975068
tafeln	6.451992
tag	2.770081
tag an	5.704777
tag arbeiten	6.703306
tag dafür	6.944468
tag das	6.703306
tag der	5.535701
tag des	6.251321
tag die	6.857457
tag ein	6.569775
tag eins	6.777414
tag für	4.727243
tag gegen	6.777414
tag im	6.944468
tag in	6.123488
tag legen	6.703306
tag mit	6.164310
tag und	6.010159
tag von	6.857457
tag zu	6.634313
tag zur	6.451992
tage	3.995256
tage im	6.509150
tage nach	6.569775
tage später	6.451992
tage und	6.944468
tagen	3.519318
tagen die	6.509150
tagen im	6.569775
tagen in	6.206869
tagen und	6.634313
tages	4.985655
tagesordnung	4.831504
tagesordnung gesetzt	6.297841
tagesordnungspunkt	5.581163
tagt	6.944468
tagtäglich	4.985655
takes	6.251321
talente	6.164310
taliban	5.492216
taliban in	6.944468
talkshows	6.703306
tamara	6.569775
tamara mazzi	6.569775
tapfer	6.346631
tarif	6.509150
tarifbindung	5.492216
tarifflucht	6.944468
tarifgebundene	6.703306
tariftreuegesetz	5.941166
tarifvertrag	6.634313
tarifverträge	5.845856
tasche	4.998558
tasche haben	6.777414
taschen	5.653484
taschen der	6.857457
taschen von	6.944468
taser	6.451992
tat	4.242497
tat ist	6.944468
tat nicht	6.944468
tatbestand	6.944468
taten	4.538342
taten folgen	6.451992
tatenlos	6.297841
tatkraft	6.634313
tatsache	4.899712
tatsache dass	5.372072
tatsachen	5.845856
tatsächlich	2.865391
tatsächlich aber	6.777414
tatsächlich an	6.857457
tatsächlich auch	5.941166
tatsächlich auf	6.944468
tatsächlich den	6.944468
tatsächlich die	5.704777
tatsächlich ein	6.046527
tatsächlich eine	5.876628
tatsächlich für	6.857457
tatsächlich in	6.046527
tatsächlich ist	5.908376
tatsächlich nicht	6.634313
tatsächlich noch	6.634313
tatsächlich so	6.857457
tatsächlich stattfinden	6.569775
tatsächlich von	6.397925
tatsächlich zu	6.346631
tatsächlich zum	6.857457
tatsächliche	5.704777
tatsächlichen	5.704777
tatverdächtige	6.451992
tatverdächtigen	6.857457
taurus	6.703306
tausend	5.787015
tausende	4.474829
tausende menschen	6.509150
tausende von	6.451992
tausenden	5.908376
team	5.558174
teams	6.397925
tech	6.123488
techkonzerne	6.777414
technik	4.865027
technik und	6.509150
techniken	6.634313
technisch	5.231490
technische	5.011630
technischen	5.604694
technischer	6.451992
technisches	6.569775
technologie	4.522082
technologie und	5.758845
technologien	4.267190
technologien die	6.634313
technologien für	6.857457
technologien und	6.010159
technologien wie	6.703306
technologien zu	6.944468
technologieoffen	5.876628
technologieoffenheit	5.137671
technologieoffenheit und	6.634313
technologisch	5.975068
technologische	5.430340
technologische souveränität	6.251321
technologischen	6.206869
technologischer	6.634313
teil	2.874665
teil auch	6.777414
teil davon	6.509150
teil der	4.064249
teil des	4.737193
teil dieser	5.731446
teil dieses	6.123488
teil einer	5.876628
teil eines	6.010159
teil unserer	5.410538
teil unseres	6.084267
teile	4.345151
teile der	5.335030
teile des	6.451992
teile ich	6.703306
teilen	3.793287
teilen der	5.604694
teilen des	6.857457
teilen die	6.944468
teilen sie	6.944468
teilen wir	6.634313
teilen überholt	6.569775
teilgenommen	6.251321
teilhabe	4.506082
teilhabe und	6.206869
teilhaben	6.046527
teilnahme	6.509150
teilnehmen	5.941166
teilnehmer	6.346631
teils	5.317012
teilt	6.297841
teilung	6.634313
teilweise	3.981071
teilweise auch	6.084267
teilzeit	6.569775
teilzunehmen	6.777414
tel	6.944468
tel aviv	6.944468
telefon	6.703306
teller	6.397925
temperaturen	6.857457
tempo	4.538342
tempo und	6.569775
tendenz	5.787015
tendenz steigend	6.509150
teppich	6.451992
terawattstunden	6.857457
termin	5.876628
termine	6.569775
territoriale	6.944468
terror	5.038298
terror der	6.857457
terror und	6.634313
terrorangriff	6.944468
terroranschlag	6.944468
terrorismus	5.535701
terrorismus und	6.944468
terroristen	5.391120
terroristische	6.451992
terroristischen	6.251321
terroristischer	6.944468
terrororganisation	6.164310
terrororganisationen	6.777414
terrorregime	6.703306
terrors	6.451992
test	6.569775
testen	6.509150
testet	6.451992
teuer	4.090090
teuer ist	6.634313
teuer und	5.410538
teuer zu	6.509150
teuerste	6.346631
teuersten	6.397925
teufel	6.569775
teure	4.960337
teuren	5.430340
teurer	4.459562
teurer und	6.509150
teurer werden	6.634313
teurer wird	6.777414
teures	6.509150
text	6.451992
texte	6.857457
the	5.471162
theater	6.123488
theiss	6.703306
thema	2.520166
thema an	6.944468
thema auch	6.944468
thema das	5.471162
thema der	5.678802
thema die	6.634313
thema digitalisierung	6.857457
thema für	6.451992
thema in	6.509150
thema ist	5.678802
thema jetzt	6.944468
thema klimaschutz	6.703306
thema migration	6.634313
thema nicht	6.509150
thema rente	6.634313
thema und	6.777414
thema wir	6.634313
thema zu	6.084267
themas	6.346631
thematik	6.509150
thematisieren	6.944468
thematisiert	6.251321
themen	3.832975
themen auf	6.857457
themen die	6.010159
themen wie	6.297841
theodor	6.944468
theoretisch	6.397925
theorie	6.297841
therapie	6.857457
therapien	6.451992
